epoch,loss,loss_ir,loss_vi,loss_ssim,loss_gra,loss_val
5.0,11.937898080427567,1.1639539815567352,1.2788991842951094,9.083492661570457,0.4115522652864456,10.92293040838268
10.0,7.861133889837579,0.3535698391906507,0.43692657826366,6.849657116355477,0.2209803736986142,7.574611485499754
15.0,5.011973572301341,0.178423961685909,0.2485870633806501,4.417777821257874,0.1671847069500382,5.461575033922275
20.0,4.684147394620455,0.1587611160108021,0.2367827047358502,4.144848575958839,0.1437550034977823,5.6878299363101945
25.0,3.120940069575886,0.1002294847762191,0.1555121149663086,2.7434347841765856,0.1217636642363536,3.335024143850374
30.0,2.7739943999510546,0.0814994538387099,0.1416749071616392,2.424416352104355,0.1264036847329647,2.8372880075116567
35.0,2.1899460436223626,0.0581236610004862,0.115906581978549,1.9053072994881932,0.1106085042484554,3.59682993149163
40.0,2.023815548026955,0.0508580930571962,0.1088383733653105,1.7727901634279188,0.0913289157714653,2.574899721839091
45.0,1.6803026795387268,0.046820429368661,0.1011349940365487,1.426151849411346,0.1061954037938778,2.270881267300603
50.0,1.5462523692256802,0.0392163429450202,0.0955197555268858,1.291135698884398,0.1203805713576602,1.9184648194801772
55.0,1.2939646800795754,0.0308279457737456,0.0890850472253757,1.0704914161137171,0.1035602656384971,2.399605217072442
60.0,1.3279263829136942,0.0320189529108804,0.0892273192140427,1.102439197865161,0.104240920297433,1.678844131095918
65.0,1.2227287207330977,0.026774915907491,0.0841776530493746,1.000544669863942,0.1112314759354506,1.497408235667485
70.0,0.950533457509764,0.0255375271867756,0.0846412574442533,0.7250068462811984,0.1153478274252368,1.5794722544354416
75.0,1.0335456630685826,0.0211129858271106,0.0770384369847866,0.8449767919687124,0.090417443692766,1.369665523562735
80.0,0.8491314046985501,0.0198230874816794,0.0760187416613756,0.6643408550010933,0.0889487162994855,1.3112080072432013
85.0,0.665946595288895,0.012772795606077,0.069591504102061,0.4789080266114119,0.1046742740497223,1.2841979228063305
90.0,0.6510513837520893,0.0104389863119429,0.0689942103575219,0.4800256137009505,0.0915925756843944,1.2476836755004943
95.0,0.5797648570694767,0.0087578367534001,0.0658595722045872,0.4120051860809326,0.0931422596766644,0.9920259926292704
100.0,0.5223452239246159,0.0085765144859368,0.067548307150111,0.3521125526218624,0.094107849815103,0.8906990970766115
105.0,0.4827991118142893,0.00841585037574827,0.0639588278564778,0.3168147278356028,0.09360970608547207,0.813307200194726
110.0,0.485424586049803,0.007540764888380091,0.06110704559218753,0.312074743784391,0.10470202892435367,0.9632750151890467
115.0,0.4681138155552057,0.007677443995867129,0.06201549588733322,0.287545729469467,0.11087514673216411,0.9007770874823889
120.0,0.422107926600582,0.00682261582863118,0.06309426213604408,0.2666377890241015,0.08555326184800284,0.9039542188357118
125.0,0.3793342011970478,0.005996747761146053,0.06274858737303006,0.2301326361331311,0.08045622955618816,0.9804950853464016
130.0,0.3784123711533599,0.005875085223374049,0.06339107642134467,0.20586816164163443,0.10327804675530437,0.9181148196439003
135.0,0.37292785991679184,0.00568307753125267,0.06286720951998627,0.21531759382604243,0.0890599784037037,0.9002877321517369
140.0,0.3681521212661659,0.005097416147671558,0.06092247931839346,0.2227810581961831,0.0793511666674781,0.8630618172339125
145.0,0.3690592975734354,0.005306288610202271,0.061778843720126285,0.20260108041239308,0.09937308473348781,0.9160709898310024
150.0,0.3899671581092772,0.005435203363259251,0.062483326255620183,0.22296283271286513,0.09908579540653871,0.838833694477821
155.0,0.34624759017766177,0.005054845958231733,0.06418048090987154,0.1845676492858719,0.09244461401089371,0.7702935124203109
160.0,0.3888022490255125,0.0060887479269365365,0.0617771725487578,0.2288597088593703,0.0920766203198582,0.7102518810624892
165.0,0.33014806155320053,0.005062404482697065,0.06351745505254347,0.1800052543262859,0.08156294864858245,0.7626743552344658
170.0,0.3539691957143637,0.004763702210806474,0.061818091362551016,0.19420015942919386,0.09318724102187124,0.7801363105341338
175.0,0.32595314593105523,0.004646474893389085,0.062205331604723094,0.1760011911392212,0.08310014858156196,0.7559755471357018
180.0,0.35931291979747815,0.004812890036891286,0.06453972305734079,0.19713035651615687,0.09282994918156784,0.7859293359055743
185.0,0.3259831354185775,0.00447649518821061,0.06504656832951766,0.15994076545421892,0.09651930684448926,0.7759463491738668
190.0,0.334588070000921,0.005302002685461807,0.06354519753501965,0.17583091180403154,0.08990995790348849,0.7093087542915608
195.0,0.30207260223207894,0.005519939835981599,0.063519828369493,0.1572279222718962,0.07580491185960984,0.7462139882126674
200.0,0.3031284658463447,0.004854012544875821,0.06398521073080682,0.16014868741507057,0.07414055633061863,0.8642600051790393
